,poster_path,production_countries,revenue,overview,video,id,genres,title,tagline,vote_count,homepage,belongs_to_collection,original_language,status,spoken_languages,imdb_id,adult,backdrop_path,production_companies,release_date,popularity,original_title,budget,vote_average,runtime
10,/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg,[u'United States of America'],50969239,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",False,395992,"[u'Horror', u'Science Fiction', u'Thriller']",Life,Be careful what you search for,224,http://www.lifemovie.com/,0,en,Released,"[u'cn', u'en', u'ja']",tt5442430,False,/hES8wGmkxHa54z7hqUMpw5TIs09.jpg,"[u'Columbia Pictures', u'Skydance Productions', u'Sony Pictures Entertainment (SPE)', u'Nvizage']",2017-03-23,31.221253,Life,58000000,6.2,103
11,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,"[u'United Kingdom', u'United States of America']",773328629,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",False,118340,"[u'Action', u'Science Fiction', u'Adventure']",Guardians of the Galaxy,All heroes start somewhere.,6752,http://marvel.com/guardians,"{u'backdrop_path': u'/b09vRh5oOda2REMlv9yiMxULRIt.jpg', u'poster_path': u'/kFWLxUwcSpiLzszZbxUIZT9g6WR.jpg', u'id': 284433, u'name': u'Guardians of the Galaxy Collection'}",en,Released,[u'en'],tt2015381,False,/bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg,"[u'Marvel Studios', u'Moving Picture Company (MPC)', u'Bulletproof Cupid', u'Revolution Sun Studios']",2014-07-30,28.266373,Guardians of the Galaxy,170000000,7.9,121
12,/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg,[u'United States of America'],198005056,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",False,329865,"[u'Drama', u'Science Fiction']",Arrival,Why are they here?,3331,http://www.arrivalmovie.com/,0,en,Released,"[u'zh', u'en', u'ru']",tt2543164,False,/yIZ1xendyqKvY3FGeeUYUd5X9Mm.jpg,"[u'Paramount Pictures', u'21 Laps Entertainment', u'FilmNation Entertainment', u'Lava Bear Films', u'Xenolinguistics']",2016-11-10,27.787982,Arrival,47000000,6.9,113
13,/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg,[u'United States of America'],269961806,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him—as well as everyone around him—as the walls between his compartments shatter apart.",False,381288,"[u'Horror', u'Thriller']",Split,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,1548,http://www.splitmovie.com/,0,en,Released,[u'en'],tt4972582,False,/4G6FNNLSIVrwSRZyFs91hQ3lZtD.jpg,"[u'Universal Pictures', u'Blumhouse Productions', u'Blinding Edge Pictures']",2017-01-19,26.919741,Split,9000000,6.7,117
14,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,[u'United States of America'],783112979,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",False,293660,"[u'Action', u'Adventure', u'Comedy', u'Romance']",Deadpool,Witness the beginning of a happy ending,7635,http://www.foxmovies.com/movies/deadpool,"{u'backdrop_path': u'/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg', u'poster_path': None, u'id': 448150, u'name': u'Deadpool Collection'}",en,Released,[u'en'],tt1431045,False,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg,"[u'Twentieth Century Fox Film Corporation', u'Marvel Entertainment', u""The Donners' Company"", u'TSG Entertainment', u'Kinberg Genre']",2016-02-09,26.537956,Deadpool,58000000,7.3,108
15,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,[u'United States of America'],1153304495,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",False,271110,"[u'Action', u'Science Fiction']",Captain America: Civil War,Divided We Fall,5120,http://marvel.com/captainamericapremiere,"{u'backdrop_path': u'/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg', u'poster_path': u'/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', u'id': 131295, u'name': u'Captain America Collection'}",en,Released,"[u'ro', u'en', u'de', u'ru']",tt3498820,False,/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg,"[u'Studio Babelsberg', u'Marvel Studios', u'Vita-Ray Dutch Productions (III)', u'Deluxe Digital Studios']",2016-04-27,25.626141,Captain America: Civil War,250000000,6.9,146
16,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,"[u'South Africa', u'Australia', u'United States of America', u'Namibia']",378858340,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",False,76341,"[u'Action', u'Adventure', u'Science Fiction', u'Thriller']",Mad Max: Fury Road,What a Lovely Day.,7366,http://www.madmaxmovie.com/,"{u'backdrop_path': u'/zI0q2ENcQOLECbe0gAEGlncVh2j.jpg', u'poster_path': u'/jZowUf4okNYuSlgj5iURE7CDMho.jpg', u'id': 8945, u'name': u'Mad Max Collection'}",en,Released,[u'en'],tt1392190,False,/phszHPFVhPHhMZgo0fWTKBDQsJA.jpg,"[u'Village Roadshow Pictures', u'Kennedy Miller Productions']",2015-05-13,25.282862,Mad Max: Fury Road,150000000,7.2,120
17,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg,[u'United States of America'],1053929274,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,False,330459,"[u'Action', u'Drama', u'Science Fiction', u'War']",Rogue One: A Star Wars Story,A Rebellion Built on Hope,2925,http://www.starwars.com/films/rogue-one,0,en,Released,[u'en'],tt3748528,False,/tZjVVIYXACV4IIIhXeIM59ytqwS.jpg,"[u'Lucasfilm', u'Walt Disney Studios Motion Pictures', u'Allison Shearmur Productions', u'Black Hangar Studios']",2016-12-14,21.369586,Rogue One: A Star Wars Story,200000000,7.3,133
18,/nHXiMnWUAUba2LZ0dFkNDVdvJ1o.jpg,[u'United States of America'],81093313,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",False,346672,"[u'Action', u'Horror']",Underworld: Blood Wars,Protect the Bloodline,1129,http://www.underworldbloodwars-movie.com/,"{u'backdrop_path': u'/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg', u'poster_path': u'/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', u'id': 2326, u'name': u'Underworld Collection'}",en,Released,"[u'km', u'en', u'uk']",tt3717252,False,/PIXSMakrO3s2dqA7mCvAAoVR0E.jpg,"[u'Lakeshore Entertainment', u'Screen Gems', u'Sketch Films']",2016-11-28,21.311655,Underworld: Blood Wars,35000000,4.9,91
19,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,[u'United States of America'],677548114,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",False,284052,"[u'Action', u'Adventure', u'Fantasy', u'Science Fiction']",Doctor Strange,Open your mind. Change your reality.,3224,http://marvel.com/doctorstrange,0,en,Released,[u'en'],tt1211837,False,/tFI8VLMgSTTU38i8TIsklfqS9Nl.jpg,"[u'Marvel Studios', u'Walt Disney Studios Motion Pictures']",2016-10-25,20.287906,Doctor Strange,165000000,6.9,115
20,/iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,"[u'United States of America', u'Canada']",0,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",False,305470,"[u'Action', u'Adventure', u'Science Fiction']",Power Rangers,Together we are more,178,http://www.powerrangers.movie/,0,en,Released,[u'en'],tt3717490,False,/eQkaPwMpJARFoPvbbNz2Z0Kye4O.jpg,"[u'Lionsgate', u'Saban Brands']",2017-03-23,18.775748,Power Rangers,120000000,6.6,124
21,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,[u'United States of America'],543934787,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",False,246655,"[u'Action', u'Adventure', u'Fantasy', u'Science Fiction']",X-Men: Apocalypse,Only the strong will survive,3258,http://www.foxmovies.com/movies/x-men-apocalypse,"{u'backdrop_path': u'/Abnosho2v3bcdvDww6T7Hfeczm1.jpg', u'poster_path': u'/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', u'id': 748, u'name': u'X-Men Collection'}",en,Released,[u'en'],tt3385516,False,/oQWWth5AOtbWG9o8SCAviGcADed.jpg,"[u'Twentieth Century Fox Film Corporation', u""Donners' Company"", u'Marvel Entertainment', u'Bad Hat Harry Productions', u'TSG Entertainment', u'Kinberg Genre']",2016-05-18,14.385193,X-Men: Apocalypse,178000000,6.3,144
22,/6cbIDZLfwUTmttXTmNi8Mp3Rnmg.jpg,[u'United States of America'],106571389,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",False,381284,"[u'History', u'Drama']",Hidden Figures,"Meet the women you don't know, behind the mission you do.",958,http://www.hiddenfigures.com,0,en,Released,[u'en'],tt4846340,False,/vifqDyPOB6jd5vwP2SIqWNtXUHu.jpg,"[u'Fox 2000 Pictures', u'Chernin Entertainment', u'TSG Entertainment', u'Levantine Films']",2016-12-10,14.002835,Hidden Figures,25000000,7.7,127
23,/5vHssUeVe25bMrof1HyaPyWgaP.jpg,"[u'Canada', u'China', u'United States of America']",78739897,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,False,245891,"[u'Action', u'Thriller']",John Wick,Don't set him off.,3675,http://www.johnwickthemovie.com/,"{u'backdrop_path': u'/fSwYa5q2xRkBoOOjueLpkLf3N1m.jpg', u'poster_path': u'/xUidyvYFsbbuExifLkslpcd8SMc.jpg', u'id': 404609, u'name': u'John Wick Collection'}",en,Released,"[u'hu', u'en', u'ru']",tt2911666,False,/mFb0ygcue4ITixDkdr7wm1Tdarx.jpg,"[u'Warner Bros.', u'87Eleven', u'DefyNite Films', u'MJW Films']",2014-10-22,13.848483,John Wick,20000000,7.0,101
24,/sGFOggXN12CcSXD01hSAIaEoSgs.jpg,"[u'Italy', u'United States of America']",54947,"An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.",False,15206,[u'Horror'],The Mother of Tears,What you see does not exist. What you cannot see is truth.,83,http://www.laterzamadre.net/,"{u'backdrop_path': u'/8xCFLABKIDU90t9DAN3JdNAuX4D.jpg', u'poster_path': u'/8T1ukxvmMBOwnOVg0wm7MMBRBpl.jpg', u'id': 127280, u'name': u'The Three Mothers Collection'}",it,Released,[u'en'],tt0804507,False,/4LYJjYb506scNhugxcfCuxoSBAW.jpg,"[u'Myriad Pictures', u'Opera Film Produzione', u'Medusa Film', u'Sky Cinema', u'Film Commission Torino-Piemonte']",2007-09-06,13.758658,La terza madre,3500000,4.1,102
25,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,[u'United States of America'],1023784195,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",False,269149,"[u'Animation', u'Adventure', u'Family', u'Comedy']",Zootopia,Welcome to the urban jungle.,3267,http://movies.disney.com/zootopia,0,en,Released,"[u'no', u'en']",tt2948356,False,/mhdeE1yShHTaDbJVdWyTlzFvNkr.jpg,"[u'Walt Disney Pictures', u'Walt Disney Animation Studios']",2016-02-11,13.173346,Zootopia,150000000,7.6,108
26,/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg,[u'United States of America'],288903443,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",False,274870,"[u'Adventure', u'Drama', u'Romance', u'Science Fiction']",Passengers,There is a reason they woke up.,2112,http://www.passengersmovie.com/,0,en,Released,[u'en'],tt1355644,False,/5EW4TR3fWEqpKsWysNcBMtz9Sgp.jpg,"[u'Columbia Pictures', u'Village Roadshow Pictures', u'Original Film', u'Company Films', u'Start Motion Pictures', u'LStar Capital', u'Wanda Pictures']",2016-12-21,12.965348,Passengers,110000000,6.5,116
27,/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg,[u'United States of America'],48982041,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",False,244786,"[u'Drama', u'Music']",Whiplash,The road to greatness can take you to the edge.,3078,http://sonyclassics.com/whiplash/,0,en,Released,[u'en'],tt2582802,False,/6bbZ6XyvgfjhQwbplnUh1LSj1ky.jpg,"[u'Bold Films', u'Blumhouse Productions', u'Right of Way Films']",2014-10-10,12.625403,Whiplash,3300000,8.3,105
28,/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg,"[u'Australia', u'United Kingdom', u'United States of America']",33873507,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",False,334543,[u'Drama'],Lion,The search begins,700,http://lionmovie.com/,0,en,Released,"[u'bn', u'en', u'hi']",tt3741834,False,/zaePnCmDgul7jtyn3622gsujEZz.jpg,"[u'The Weinstein Company', u'See-Saw Films', u'Screen Australia', u'Aquarius Films', u'Sunstar Entertainment']",2016-11-24,12.408888,Lion,12000000,7.9,118
29,/tIKFBxBZhSXpIITiiB5Ws8VGXjt.jpg,"[u'France', u'Hong Kong', u'Malta', u'Taiwan', u'United Kingdom', u'United States of America']",240000000,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",False,121856,"[u'Action', u'Adventure', u'Fantasy', u'Science Fiction']",Assassin's Creed,Your destiny is in your blood.,1560,http://www.foxmovies.com/movies/assassins-creed,0,en,Released,[u'en'],tt2094766,False,/r8aRipzR4wlDx0m7Bpi43Q84imc.jpg,"[u'20th Century Fox', u'Regency Enterprises', u'The Kennedy/Marshall Company', u'Ubisoft', u'CatchPlay', u'Latina Pictures', u'RatPac Entertainment', u'Ubisoft Entertainment', u'Monarchy Enterprises S.a.r.l.', u'Ubisoft Motion Pictures', u'Helicopter Film Services', u'New Regency', u'DMC Film', u'Alpha Pictures']",2016-12-21,12.098044,Assassin's Creed,125000000,5.3,115
30,/tkt9xR1kNX5R9rCebASKck44si2.jpg,[u'United States of America'],655011224,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",False,22,"[u'Adventure', u'Fantasy', u'Action']",Pirates of the Caribbean: The Curse of the Black Pearl,Prepare to be blown out of the water.,5067,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,"{u'backdrop_path': u'/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg', u'poster_path': u'/1yg63Kl4p872ia4gPQysIZkKhUT.jpg', u'id': 295, u'name': u'Pirates of the Caribbean Collection'}",en,Released,[u'en'],tt0325980,False,/8AUQ7YlJJA9C8kWk8P4YNHIcFDE.jpg,"[u'Walt Disney Pictures', u'Jerry Bruckheimer Films']",2003-07-09,12.008928,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,7.4,143
31,/rwn876MeqienhOVSSjtUPnwxn0Z.jpg,"[u'France', u'United States of America']",463360063,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",False,240832,"[u'Action', u'Science Fiction']",Lucy,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,4420,http://lucymovie.com/,0,en,Released,"[u'zh', u'en', u'fr', u'es', u'ko']",tt2872732,False,/eCgIoGvfNXrbSiQGqQHccuHjQHm.jpg,"[u'Universal Pictures', u'TF1 Films Production', u'Canal+', u'EuropaCorp', u'Cin\xe9+']",2014-07-14,11.939988,Lucy,40000000,6.3,89
32,/bndiUFfJxNd2fYx8XO610L9a07m.jpg,"[u'Australia', u'United States of America']",163644140,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to win the Congressional Medal of Honor.",False,324786,"[u'Drama', u'History', u'War']",Hacksaw Ridge,One of the greatest heroes in American history never fired a bullet.,1733,http://www.hacksawridge.movie/,0,en,Released,"[u'ja', u'en']",tt2119532,False,/zBK4QZONMQXhcgaJv1YYTdCW7q9.jpg,"[u'Icon Productions', u'Permut Presentations', u'Pandemonium', u'Cross Creek Pictures', u'Vendian Entertainment', u'Demarest Media']",2016-10-07,11.428848,Hacksaw Ridge,40000000,7.4,140
33,/vgAHvS0bT3fpcpnJqT6uDTUsHTo.jpg,"[u'New Zealand', u'United States of America']",956019788,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",False,122917,"[u'Action', u'Adventure', u'Fantasy']",The Hobbit: The Battle of the Five Armies,Witness the defining chapter of the Middle-Earth saga,3716,http://www.thehobbit.com/,"{u'backdrop_path': u'/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg', u'poster_path': u'/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', u'id': 121938, u'name': u'The Hobbit Collection'}",en,Released,[u'en'],tt2310332,False,/qhH3GyIfAnGv1pjdV3mw03qAilg.jpg,"[u'WingNut Films', u'New Line Cinema', u'3Foot7', u'Metro-Goldwyn-Mayer (MGM)']",2014-12-10,11.188588,The Hobbit: The Battle of the Five Armies,250000000,7.1,144
34,/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg,"[u'Hong Kong', u'United States of America']",119463870,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",False,296524,[u'Action'],Deepwater Horizon,"When faced with our darkest hour, hope is not a tactic",967,http://www.deepwaterhorizon.movie/,0,en,Released,[u'en'],tt1860357,False,/1R2wRq5aZJHMmg3gUlqw2uSdj2t.jpg,"[u'Di Bonaventura Pictures', u'Summit Entertainment', u'Participant Media', u'Closest to the Hole Productions', u'Leverage Entertainment', u'TIK Film']",2016-09-29,10.9469,Deepwater Horizon,110000000,6.3,107
