imdb_ids,year,rating,votes,popularity_TMDB,runtime_TMDB,text_PC1,text_PC2,text_PC3,text_PC4,text_PC5,text_PC6,text_PC7,text_PC8,text_PC9,text_PC10,text_PC11,text_PC12,text_PC13,text_PC14,text_PC15,text_PC16,text_PC17,text_PC18,text_PC19,text_PC20,text_PC21,text_PC22,text_PC23,text_PC24,text_PC25,text_PC26,text_PC27,text_PC28,text_PC29,text_PC30,mpaa_PC1,mpaa_PC2,mpaa_PC3,mpaa_PC4,mpaa_PC5,mpaa_PC6,mpaa_PC7,mpaa_PC8,mpaa_PC9,mpaa_PC10,director0,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,director11,director12,director13,director14,director15,director16,director17,director18,director19,director20,director21,director22,writer0,writer1,writer2,writer3,writer4,writer5,writer6,writer7,writer8,writer9,writer10,writer11,writer12,writer13,writer14,writer15,writer16,writer17,writer18,writer19,writer20,writer21,writer22,cast_PC1,cast_PC2,cast_PC3,cast_PC4,cast_PC5,cast_PC6,cast_PC7,cast_PC8,cast_PC9,cast_PC10,production companies_PC1,production companies_PC2,production companies_PC3,production companies_PC4,production companies_PC5,animation department count,original music count,country_n,country_usa,country_france,country_uk,country_germany,country_italy,country_canada,country_japan,country_india,country_spain
114134,1996.0,6.7,10885.0,0.197523,126.0,-0.940426941022,-0.15443637533,0.885276602363,-0.0361460987869,-0.0276124302269,0.803461708125,0.166546527815,-0.664572996305,0.00685739650398,-0.289219618743,1.0630260904,-0.642085191776,0.0275710101621,0.931576425024,0.645562244566,0.463094458231,1.14813622412,-0.842776169244,0.0155413805377,0.31885397219,1.16618264434,0.528344611386,0.509351188182,0.451705719782,-0.0552753057367,-0.65600728111,-0.0879352898501,-0.255698166724,0.201154411507,0.501131885104,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.133623184481,2.92184131752,0.171778574838,-0.136961873899,0.0226788673985,0,0,4,0,1,1,0,0,0,0,0,0
105406,1993.0,7.7,21.0,1e-06,247.0,-1.17812286944,-0.196182459722,-0.135479042515,-0.222257281193,0.993798869002,0.00164057647844,0.586935941209,0.00110267822727,-0.117857696477,0.343416103793,-0.247309037619,-0.724013223031,0.109182567942,0.0453294088161,-0.261407997518,-0.229698099374,0.0347065699491,-0.150095663271,0.0467569985707,0.0368684304338,-0.000141461615449,-0.104401100074,-0.312475980461,-0.014948736001,-0.178706406024,0.351406470731,-0.115123362551,0.0143034804077,-0.401947512354,0.0876405454338,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,0,5,0,1,0,0,0,0,0,0,1
1348318,2009.0,7.2,738.0,0.12588,98.0,-1.15762538782,-0.058425816966,0.170634663748,0.288960756752,-1.04206640144,-1.06986558835,0.582534963994,0.0770250419941,-0.497733447763,0.599857187368,0.0858969553778,1.15015372971,0.299175831575,-0.87168516926,-0.123776760404,-0.937745597023,-0.902850150862,0.381930364768,-0.854080821192,0.24990000597,1.39650398164,-1.84200587037,0.395580478528,-0.515114601502,-0.530883106441,-0.69515547515,-0.333185785295,0.304984702866,-0.216545567071,0.514776720403,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,2,3,0,0,0,1,0,0,0,0,0
1153543,1990.06079151,6.28605427975,8535.92818372,0.015722,88.0,-0.287437595537,0.291626512995,0.66771065189,-0.253480977091,-0.717682174702,-0.261193165477,0.751073217522,-0.911951003292,-0.957771218305,-0.84278030526,-0.118425105694,-0.271453431714,-0.0349265970078,0.484942095674,-0.083889826832,-0.130151408354,0.871817400247,0.796667146313,0.0700052596457,-0.346344811516,0.200979733688,0.292107321072,-0.496995296954,0.362107368033,0.260218184942,0.134425929261,0.0348255331699,-0.247334630403,-0.103803094565,-0.173061855386,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,0,1,0,0,0,0,0,0,0,0,0
119550,1997.0,8.1,1861.0,0.000615,90.0,1.4340667103,-0.384099165647,1.20530220133,-1.40484397521,0.0902127736907,3.44386541029,-0.964074723233,0.442562489447,1.34041799061,0.039652830577,-1.6920854872,-0.0194001971053,0.607890599463,-0.911630394301,1.11362206735,0.151043986301,-0.203355588615,0.951071911281,-0.149121369129,0.727970582929,-0.306576618782,0.395224612766,-0.116156668724,-0.225225102935,-2.317372151,-0.119266304266,0.333874709605,-0.69558123215,0.957659277078,-0.396088067613,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,1,2,1,0,0,0,0,0,0,0,0
1784656,2010.0,7.6,68.0,0.001131,60.0,-1.08397264209,0.154944423084,-1.08122678526,0.274064066603,0.074773455275,-0.198092488571,1.00184752493,0.252141862456,0.269388741712,0.424290490002,0.143579267938,0.985517561285,1.27129340813,0.800428193173,-0.2878748916,1.59627402288,0.292804062756,1.72381875322,0.393051367882,0.132711331008,-0.972501781734,-0.386331174924,0.866156575436,-0.624391150573,0.732835989036,-0.908412167529,1.13118529234,-0.0201339530358,0.220492986591,0.47307960477,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,0,1,0,0,1,0,0,0,0,0,0
92497,1987.0,7.6,1242.0,0.13063,110.0,4.47390075067,4.34268319395,-1.94343532086,2.45174076969,-3.41342153786,3.11345936806,2.08862641837,-0.22488046001,-3.06065147363,-3.6072050604,-4.28519985177,-0.451087048015,-4.40830500187,0.453609826399,-2.24944987531,-3.27060555383,-1.95993796972,1.61142427347,-1.41249028829,-0.303632382754,0.354582832663,1.40873727589,0.21580584788,-1.67066936109,3.73849231688,-0.613818725322,4.09670744303,-4.0570496896,-2.83433739265,1.8146621577,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0954367874221,-0.0832608025534,-0.0375604542106,-0.0650777551172,-0.0444915537698,0,1,3,1,0,1,0,0,0,0,0,0
300270,2004.0,6.7,2837.0,0.185166,106.0,0.409860586523,-0.384095565382,0.720747358476,-0.350701880779,-0.411610269591,0.604393629023,-0.45915527218,1.28284099084,0.907702565705,0.0168154826219,-0.533650686226,-0.128389338754,0.191910963715,-0.956027315712,0.280202901371,-0.680446854276,0.224217345192,0.657881737732,-1.04245808195,0.885549924223,0.178590802305,-0.391346175092,-0.0577578331156,0.0771933153803,-1.30976595427,0.561867799313,-0.11993329919,-0.243154147311,-0.336897144032,0.450070722703,0.941960803962,1.18966844113,-0.119444859322,-0.107012770787,0.719631428198,0.95431379134,-0.0731838683894,0.429491184817,-0.0274225896115,0.150640196818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,1,4,0,0,0,0,1,0,0,0,1
450140,2006.0,6.4,98.0,0.001523,94.0,-1.72139391132,0.0234516264175,0.228682275713,0.0196811460588,-0.283953984771,-0.270138405916,0.0255235955117,0.131003379555,0.290302062728,-0.134376462961,-0.11149204883,0.137796506563,-0.0588846579251,-0.169046452806,0.0547090816897,-0.030382331117,-0.0992016027902,0.125207134086,0.0255754733661,-0.0683691461869,0.321606343024,0.0316653472563,-0.260177161667,-0.0393773851728,0.162509579811,-0.227660309587,0.272194154622,-0.0784687744242,0.132767514288,0.0107560897248,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,1,1,0,0,0,0,0,1,0,0,0
100758,1990.0,6.7,72090.0,1.150028,93.0,-0.217733515127,0.188736269274,-0.652122034701,-0.252218433455,-0.688517918668,-0.0915789425251,-2.00637417458,0.220135738829,0.479814351808,0.422782050102,-0.136624164119,-0.860294152899,1.44486280523,1.31955556013,2.05226714369,-0.166748093262,0.886689620779,-1.34036787061,-0.545624646785,-2.61063961744,-0.580474875548,-0.152503168172,0.194026571075,-0.120149194971,0.479203738541,-0.0343027778247,0.567844664617,0.0727256638569,-0.500736253987,0.172107111724,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0947106712478,-0.0841880721164,-0.0371435002975,-0.0635730476096,-0.0430238472673,0,1,3,1,0,0,0,0,0,0,0,0
1368027,2009.0,7.4,140.0,0.001815,86.6423061307,1.70640055935,-0.824509377502,2.93076407024,-2.62580323659,0.197049314419,0.798889123516,2.65440840022,1.36101689511,-1.3113010359,1.33996646604,-0.0112495318556,-0.76623460506,1.69201564451,-1.29300205731,-0.217956299623,-0.294349392242,0.610631831792,0.215699211759,-0.166985378093,-0.456318404086,0.139749060062,0.731235792482,-0.547365382272,-0.452950676654,-0.171252794275,0.514298379184,0.421510408695,0.166767753724,0.534226984616,-1.18983946728,-0.260366675522,0.00187254052295,0.0202099409563,0.00507802103474,-0.00450959520358,0.000901096099119,0.00551569084229,0.00740531146565,-0.00346610562836,0.00565097349388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271090243097,-0.0114396043727,-0.011899276828,-0.00857868722533,-0.010681174472,-0.00171646059508,-0.00187895762365,-7.78078556522e-05,-0.00848383784763,-0.00552730344228,-0.0927814268654,-0.0814452128894,-0.0354000572586,-0.0604802359476,-0.0395785928668,0,1,1,0,0,0,1,0,0,0,0,0
